ambiguity_type,resolution,resolution_note,player_id,db_name,db_matches,db_intl_matches,db_club_matches,db_last_match,db_team_type,db_teams,db_reg_name_count,sheet_player_id,sheet_batting_name,sheet_country,sheet_major_teams,sheet_dob,sheet_intl_innings,sheet_club_t20_innings,sheet_playercard_url
B_sheet_name_country_collision,,,feb6180d,Mohammad Umar,10,0,10,2023-03-12 00:00:00,/club,Peshawar Zalmi|Karachi Kings|Multan Sultans,,43537,Mohammad Umar,Pakistan,Quetta Region,1985-11-05T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/43537.html
A_db_name_collision,,,c78316ab,Amir Hamza,3,3,0,2023-02-26 00:00:00,international,Spain,2.0,402245,Amir Hamza,Afghanistan,Afghanistan|Afghanistan Under-19s|Boost Region|Chicago Windchasers|Dhaka Capitals|Dhaka Dominators|Las Vegas Aces|Morrisville Samp Army|Speen Ghar Region,1991-08-15T00:00Z,128,182,https://www.espncricinfo.com/ci/content/player/402245.html
C_exact_unique_evidence_failed,,,698fd649,JJNP Bhula,16,0,16,2023-02-05 00:00:00,/club,Wellington Firebirds|Wellington,1.0,1129632,JJNP Bhula,New Zealand,New Zealand Under-19s,1999-12-12T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/1129632.html
B_sheet_name_country_collision,,,e3829b2a,Usman Ghani,9,0,9,2023-01-31 00:00:00,/club,Dhaka Dominators,,1082525,Usman Ghani,Afghanistan,Mis Ainak Region Under-16s,2003-06-11T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1082525.html
B_sheet_name_country_collision,,,e3829b2a,Usman Ghani,9,0,9,2023-01-31 00:00:00,/club,Dhaka Dominators,,711559,Usman Ghani,Afghanistan,Afghanistan|Afghanistan Under-19s|Dhaka Dominators|Speen Ghar Region,1996-11-20T00:00Z,54,77,https://www.espncricinfo.com/ci/content/player/711559.html
C_exact_unique_evidence_failed,,,31fa4a14,BM Johnson,3,0,3,2022-12-31 00:00:00,/club,Central Districts,1.0,1215021,BM Johnson,New Zealand,Wellington,1994-12-19T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/1215021.html
A_db_name_collision,,,90edaaa9,S Rana,12,1,11,2022-11-17 00:00:00,international/club,Pune Warriors|Royal Challengers Bangalore|Seychelles,2.0,33757,S Rana,India,Haryana|Kolkata Knight Riders|North Zone|Prime Bank Cricket Club|Pune Warriors|Royal Challengers Bengaluru|Sunrisers Hyderabad,1984-09-18T00:00Z,0,64,https://www.espncricinfo.com/ci/content/player/33757.html
A_db_name_collision,,,90edaaa9,S Rana,12,1,11,2022-11-17 00:00:00,international/club,Pune Warriors|Royal Challengers Bangalore|Seychelles,2.0,1395868,S Rana,India,Gohilwad Gladiators,2001-02-18T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/1395868.html
B_sheet_name_country_collision,,,90edaaa9,S Rana,12,1,11,2022-11-17 00:00:00,international/club,Pune Warriors|Royal Challengers Bangalore|Seychelles,,1395868,S Rana,India,Gohilwad Gladiators,2001-02-18T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/1395868.html
B_sheet_name_country_collision,,,90edaaa9,S Rana,12,1,11,2022-11-17 00:00:00,international/club,Pune Warriors|Royal Challengers Bangalore|Seychelles,,33757,S Rana,India,Haryana|Kolkata Knight Riders|North Zone|Prime Bank Cricket Club|Pune Warriors|Royal Challengers Bengaluru|Sunrisers Hyderabad,1984-09-18T00:00Z,0,64,https://www.espncricinfo.com/ci/content/player/33757.html
A_db_name_collision,,,6d4c2087,D Samarawickrama,7,7,0,2022-11-06 00:00:00,international,Italy,2.0,1327656,D Samarawickrama,Italy,Italy,1990-07-12T00:00Z,3,3,https://www.espncricinfo.com/ci/content/player/1327656.html
A_db_name_collision,,,1a5d690f,Gurpreet Singh,3,3,0,2022-11-06 00:00:00,international,Italy,2.0,1343334,Gurpreet Singh,Italy,Italy,2004-11-12T00:00Z,5,5,https://www.espncricinfo.com/ci/content/player/1343334.html
A_db_name_collision,,,1a5d690f,Gurpreet Singh,3,3,0,2022-11-06 00:00:00,international,Italy,2.0,1509250,Gurpreet Singh,Mexico,Mexico,1999-02-24T00:00Z,19,19,https://www.espncricinfo.com/ci/content/player/1509250.html
A_db_name_collision,,,09497f5a,S Pillay,4,0,4,2022-10-27 00:00:00,/club,Lions|North West,2.0,466090,S Pillay,South Africa,Gauteng|Gauteng Under-19s|Lions|North West|South Africa Under-19s,1994-04-12T00:00Z,0,51,https://www.espncricinfo.com/ci/content/player/466090.html
A_db_name_collision,,,09497f5a,S Pillay,4,0,4,2022-10-27 00:00:00,/club,Lions|North West,2.0,1345200,S Pillay,Seychelles,Seychelles,1987-10-13T00:00Z,1,1,https://www.espncricinfo.com/ci/content/player/1345200.html
A_db_name_collision,,,f543b251,Het Patel,9,0,9,2022-10-22 00:00:00,/club,Gujarat,2.0,1426418,Het Patel,Eswatini,Eswatini,2006-09-18T00:00Z,5,5,https://www.espncricinfo.com/ci/content/player/1426418.html
C_exact_unique_evidence_failed,,,2314745e,Bharat Sharma,6,0,6,2022-10-22 00:00:00,/club,Puducherry,1.0,1246449,Bharat Sharma,India,Rajasthan,1999-08-09T00:00Z,0,17,https://www.espncricinfo.com/ci/content/player/1246449.html
C_exact_unique_evidence_failed,,,deae3c43,Mohit Mittan,3,0,3,2022-10-22 00:00:00,/club,Puducherry,1.0,1273888,Mohit Mittan,India,Sharks XI,1998-12-19T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/1273888.html
B_sheet_name_country_collision,,,ddcb8503,Asif Iqbal,3,3,0,2022-10-18 00:00:00,international,South Korea,,39317,Asif Iqbal,Pakistan,Bahawalpur,1984-12-18T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/39317.html
B_sheet_name_country_collision,,,ddcb8503,Asif Iqbal,3,3,0,2022-10-18 00:00:00,international,South Korea,,39010,Asif Iqbal,Pakistan,Pakistan|Hyderabad (India)|Karachi|Kent|National Bank of Pakistan|Pakistan International Airlines,1943-06-06T00:00Z,20,0,https://www.espncricinfo.com/ci/content/player/39010.html
C_exact_unique_evidence_failed,,,6dd34184,M Abin Mathew,1,0,1,2022-10-12 00:00:00,/club,Puducherry,1.0,1273852,M Abin Mathew,India,Panthers XI,1997-11-05T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/1273852.html
C_exact_unique_evidence_failed,,,d112c570,RN Sidebottom,28,0,28,2022-09-20 00:00:00,/club,Derbyshire|Warwickshire|Birmingham Bears,1.0,602569,RN Sidebottom,Australia,Victoria|Victoria Under-23s|Victoria XI,1989-08-14T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/602569.html
A_db_name_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,4.0,28758,Gagandeep Singh,India,India Green|Punjab Kings|Punjab,1981-10-03T00:00Z,0,28,https://www.espncricinfo.com/ci/content/player/28758.html
A_db_name_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,4.0,425812,Gagandeep Singh,India,Baroda Cricket Association XI,1987-06-26T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/425812.html
A_db_name_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,4.0,1287064,Gagandeep Singh,India,Chhattisgarh,1997-09-11T00:00Z,0,25,https://www.espncricinfo.com/ci/content/player/1287064.html
A_db_name_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,4.0,1335146,Gagandeep Singh,Ghana,Ghana,1994-02-19T00:00Z,4,4,https://www.espncricinfo.com/ci/content/player/1335146.html
A_db_name_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,4.0,1382797,Gagandeep Singh,Bulgaria,Bulgaria,1993-11-21T00:00Z,31,31,https://www.espncricinfo.com/ci/content/player/1382797.html
B_sheet_name_country_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,,1287064,Gagandeep Singh,India,Chhattisgarh,1997-09-11T00:00Z,0,25,https://www.espncricinfo.com/ci/content/player/1287064.html
B_sheet_name_country_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,,425812,Gagandeep Singh,India,Baroda Cricket Association XI,1987-06-26T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/425812.html
B_sheet_name_country_collision,,,87046e99,Gagandeep Singh,2,2,0,2022-09-20 00:00:00,international,Ghana,,28758,Gagandeep Singh,India,India Green|Punjab Kings|Punjab,1981-10-03T00:00Z,0,28,https://www.espncricinfo.com/ci/content/player/28758.html
A_db_name_collision,,,07687c15,Sultan Ahmed,23,23,0,2022-08-24 00:00:00,international,United Arab Emirates,2.0,42876,Sultan Ahmed,Oman,Oman|Karachi,1977-06-18T00:00Z,16,30,https://www.espncricinfo.com/ci/content/player/42876.html
A_db_name_collision,,,07687c15,Sultan Ahmed,23,23,0,2022-08-24 00:00:00,international,United Arab Emirates,2.0,873769,Sultan Ahmed,United Arab Emirates,United Arab Emirates|Deccan Gladiators|Lahore Qalandars|Northern Warriors|Sialkot Stallions,1989-10-11T00:00Z,54,66,https://www.espncricinfo.com/ci/content/player/873769.html
C_exact_unique_evidence_failed,,,08a935b0,TN Cullen,33,0,33,2022-08-23 00:00:00,/club,Glamorgan,1.0,854357,TN Cullen,England,Cardiff Marylebone Cricket Club University|Glamorgan 2nd XI|Marylebone Cricket Club Universities,1992-01-04T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/854357.html
A_db_name_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,2.0,39173,Ali Raza,Pakistan,Bahawalpur|Lahore|Sui Northern Gas Pipelines Limited,1977-02-04T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/39173.html
A_db_name_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,2.0,520128,Ali Raza,Belgium,Belgium,1984-01-20T00:00Z,29,29,https://www.espncricinfo.com/ci/content/player/520128.html
A_db_name_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,2.0,647767,Ali Raza,Pakistan,Pakistan International Airlines,,0,4,https://www.espncricinfo.com/ci/content/player/647767.html
A_db_name_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,2.0,792229,Ali Raza,Estonia,Estonia,1995-04-05T00:00Z,5,5,https://www.espncricinfo.com/ci/content/player/792229.html
A_db_name_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,2.0,1339138,Ali Raza,Pakistan,Pakistan Under-19s|Peshawar Zalmi|Rawalpindi Raiders,2008-03-18T00:00Z,0,40,https://www.espncricinfo.com/ci/content/player/1339138.html
A_db_name_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,2.0,1527992,Ali Raza,Pakistan,Lahore Region Blues,2002-01-10T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1527992.html
B_sheet_name_country_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,,1527992,Ali Raza,Pakistan,Lahore Region Blues,2002-01-10T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1527992.html
B_sheet_name_country_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,,1339138,Ali Raza,Pakistan,Pakistan Under-19s|Peshawar Zalmi|Rawalpindi Raiders,2008-03-18T00:00Z,0,40,https://www.espncricinfo.com/ci/content/player/1339138.html
B_sheet_name_country_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,,647767,Ali Raza,Pakistan,Pakistan International Airlines,,0,4,https://www.espncricinfo.com/ci/content/player/647767.html
B_sheet_name_country_collision,,,db51b9a0,Ali Raza,4,4,0,2022-07-27 00:00:00,international,Estonia,,39173,Ali Raza,Pakistan,Bahawalpur|Lahore|Sui Northern Gas Pipelines Limited,1977-02-04T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/39173.html
A_db_name_collision,,,1ed476fe,Umar Nawaz,9,9,0,2022-07-19 00:00:00,international,Sweden,2.0,1318848,Umar Nawaz,Sweden,Sweden,1985-09-27T00:00Z,9,9,https://www.espncricinfo.com/ci/content/player/1318848.html
A_db_name_collision,,,eaeaf575,A Patel,8,0,8,2022-07-16 00:00:00,/club,Central Sparks,2.0,23770,A Patel,Canada,Canada,1975-07-31T00:00Z,4,0,https://www.espncricinfo.com/ci/content/player/23770.html
A_db_name_collision,,,eaeaf575,A Patel,8,0,8,2022-07-16 00:00:00,/club,Central Sparks,2.0,1205884,A Patel,Malawi,Malawi,1999-11-25T00:00Z,3,3,https://www.espncricinfo.com/ci/content/player/1205884.html
A_db_name_collision,,,7c885103,Ahmed Hassan,21,21,0,2022-07-08 00:00:00,international,Maldives,2.0,387120,Ahmed Hassan,Maldives,Maldives|Maldives Under-15s|Maldives Under-19s,1989-07-01T00:00Z,29,29,https://www.espncricinfo.com/ci/content/player/387120.html
A_db_name_collision,,,7c885103,Ahmed Hassan,21,21,0,2022-07-08 00:00:00,international,Maldives,2.0,1209330,Ahmed Hassan,Switzerland,Italy|Switzerland,1995-06-18T00:00Z,24,24,https://www.espncricinfo.com/ci/content/player/1209330.html
A_db_name_collision,,,2d46e8ed,Zulqarnain Haider,8,8,0,2022-07-04 00:00:00,international,Spain,2.0,43860,Zulqarnain Haider,Pakistan,Pakistan|Pakistan Telecommunication Company Limited|Pakistan Under-19s|Rawalpindi,1986-04-23T00:00Z,7,19,https://www.espncricinfo.com/ci/content/player/43860.html
A_db_name_collision,,,2d46e8ed,Zulqarnain Haider,8,8,0,2022-07-04 00:00:00,international,Spain,2.0,1046641,Zulqarnain Haider,Spain,Spain,1989-03-20T00:00Z,22,22,https://www.espncricinfo.com/ci/content/player/1046641.html
A_db_name_collision,,,55ed4228,M Clarke,6,0,6,2022-06-24 00:00:00,/club,Leeward Islands,3.0,1275937,M Clarke,West Indies,MI Emirates|St Lucia Kings|St Lucia Kings|Trinbago Knight Riders|West Indies Under-19s,2003-06-05T00:00Z,0,13,https://www.espncricinfo.com/ci/content/player/1275937.html
A_db_name_collision,,,9f3263f4,T Martin,6,0,6,2022-06-24 00:00:00,/club,Leeward Islands,2.0,1323620,T Martin,Luxembourg,Luxembourg,2000-05-03T00:00Z,8,8,https://www.espncricinfo.com/ci/content/player/1323620.html
A_db_name_collision,,,55ed4228,M Clarke,6,0,6,2022-06-24 00:00:00,/club,Leeward Islands,3.0,1412733,M Clarke,New Zealand,New Zealand Under-19s,2007-02-20T00:00Z,0,10,https://www.espncricinfo.com/ci/content/player/1412733.html
A_db_name_collision,,,0ab90734,J Richards,5,0,5,2022-06-21 00:00:00,/club,Leeward Islands,2.0,982593,J Richards,South Africa,South Africa Under-19s|St Stithians College,1998-12-20T00:00Z,0,12,https://www.espncricinfo.com/ci/content/player/982593.html
A_db_name_collision,,,03ecfde2,Shoaib Khan,5,5,0,2022-06-11 00:00:00,international,Germany,3.0,1276700,Shoaib Khan,Oman,Oman,1992-12-06T00:00Z,66,33,https://www.espncricinfo.com/ci/content/player/1276700.html
A_db_name_collision,,,03ecfde2,Shoaib Khan,5,5,0,2022-06-11 00:00:00,international,Germany,3.0,1301601,Shoaib Khan,Germany,Germany,1992-10-05T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/1301601.html
C_exact_unique_evidence_failed,,,8558b101,M Burton,4,0,4,2022-05-29 00:00:00,/club,Northern Knights,1.0,1190053,M Burton,Ireland,North-West Warriors,2001-04-13T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/1190053.html
A_db_name_collision,,,aa5d8c9e,A Tomar,5,0,5,2022-05-18 00:00:00,/club,Rajasthan|Kolkata Knight Riders,2.0,1081183,A Tomar,India,Bikaner Desert Challengers|Kolkata Knight Riders|Rajasthan,1995-03-14T00:00Z,0,20,https://www.espncricinfo.com/ci/content/player/1081183.html
C_exact_unique_evidence_failed,,,f4a9e5a1,R Anders,12,0,12,2022-05-17 00:00:00,/club,Leinster Lightning|Munster Reds,1.0,928061,R Anders,Ireland,Ireland Under-19s,1997-12-10T00:00Z,0,17,https://www.espncricinfo.com/ci/content/player/928061.html
C_exact_unique_evidence_failed,,,3192eea1,MR Thompson,5,0,5,2022-05-03 00:00:00,/club,Leinster Lightning|Munster Reds,1.0,1195144,MR Thompson,Ireland,Ireland Academy,2001-11-12T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/1195144.html
C_exact_unique_evidence_failed,,,fd8a9b23,GH Rhodes,69,0,69,2022-04-21 00:00:00,/club,Worcestershire|Leicestershire,1.0,570262,GH Rhodes,England,Worcestershire 2nd XI|Worcestershire Academy|Worcestershire Under-13s|Worcestershire Under-14s|Worcestershire Under-15s|Worcestershire Under-17s,1993-10-26T00:00Z,0,31,https://www.espncricinfo.com/ci/content/player/570262.html
C_exact_unique_evidence_failed,,,01698fee,Z Pongolo,25,0,25,2022-02-23 00:00:00,/club,North West|Lions|Jozi Stars,1.0,785673,Z Pongolo,South Africa,Gauteng,1989-08-18T00:00Z,0,98,https://www.espncricinfo.com/ci/content/player/785673.html
A_db_name_collision,,,45642393,Muhammad Usman,89,89,0,2022-02-22 00:00:00,international,United Arab Emirates,3.0,974719,Muhammad Usman,United Arab Emirates,United Arab Emirates,1985-10-13T00:00Z,81,48,https://www.espncricinfo.com/ci/content/player/974719.html
A_db_name_collision,,,45642393,Muhammad Usman,89,89,0,2022-02-22 00:00:00,international,United Arab Emirates,3.0,1319152,Muhammad Usman,Hungary,Hungary,1988-09-14T00:00Z,16,16,https://www.espncricinfo.com/ci/content/player/1319152.html
A_db_name_collision,,,45642393,Muhammad Usman,89,89,0,2022-02-22 00:00:00,international,United Arab Emirates,3.0,1496499,Muhammad Usman,Estonia,Estonia,1990-05-28T00:00Z,10,10,https://www.espncricinfo.com/ci/content/player/1496499.html
C_exact_unique_evidence_failed,,,d92d8446,G Mahlokwana,16,0,16,2022-02-22 00:00:00,/club,Knights|Titans|Cape Town Blitz,1.0,543195,G Mahlokwana,South Africa,Northerns Under-19s,1994-12-14T00:00Z,0,77,https://www.espncricinfo.com/ci/content/player/543195.html
A_db_name_collision,,,1ff2f550,Sohail Akhtar,44,0,44,2022-02-21 00:00:00,/club,Lahore Qalandars,2.0,532424,Sohail Akhtar,Pakistan,Abbottabad Falcons|Lahore Qalandars,1986-03-02T00:00Z,0,104,https://www.espncricinfo.com/ci/content/player/532424.html
C_exact_unique_evidence_failed,,,28d46c78,H Hanabe,3,0,3,2022-02-20 00:00:00,/club,Boland,1.0,948449,H Hanabe,South Africa,Boland Under-15s,2001-06-12T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/948449.html
C_exact_unique_evidence_failed,,,aaa5a3a3,J Landsberg,2,0,2,2022-02-20 00:00:00,/club,Lions,1.0,605664,J Landsberg,South Africa,Gauteng Under-19s|St Stithians College,1996-02-15T00:00Z,0,15,https://www.espncricinfo.com/ci/content/player/605664.html
C_exact_unique_evidence_failed,,,a3a3c0e7,NP Mvelase,1,0,1,2022-02-18 00:00:00,/club,North West,1.0,498838,NP Mvelase,South Africa,Gauteng Under-17s|Gauteng Under-19s|South Africa Under-19s,1996-08-23T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/498838.html
C_exact_unique_evidence_failed,,,5d1c2102,R Haasbroek,5,0,5,2022-02-15 00:00:00,/club,Lions,1.0,596084,R Haasbroek,South Africa,Lions Cubs|North West|North West Under-15s|North West Under-17s|North West Under-19s|North West University|South Africa Colts XI,1997-04-18T00:00Z,0,59,https://www.espncricinfo.com/ci/content/player/596084.html
A_db_name_collision,,,0dc00542,Shahid Afridi,465,308,157,2022-02-12 00:00:00,international/club,Pakistan|ICC World XI|Dhaka Dynamites|Multan Sultans|St Kitts and Nevis Patriots,2.0,42639,Shahid Afridi,Pakistan,Pakistan|Asia Lions|Asia XI|Brampton Wolves|Deccan Chargers|Dhaka Gladiators|Dhaka Dominators|Edmonton Royals|Fly Emirates XI|Galle Gladiators|Northern Cape|Habib Bank Limited|Hampshire|World-XI|Jamaica Tallawahs|Karachi|Karachi Kings|Karachi Region Blues|Kowloon Cantons|Leicestershire|Melbourne Renegades|Multan Sultans|New York Warriors|Northamptonshire|Peshawar Zalmi|Quetta Gladiators|Rangpur Riders|Ruhuna Royals|South Australia|St Kitts and Nevis Patriots|Toronto Nationals,1980-03-01T00:00Z,966,651,https://www.espncricinfo.com/ci/content/player/42639.html
A_db_name_collision,,,0dc00542,Shahid Afridi,465,308,157,2022-02-12 00:00:00,international/club,Pakistan|ICC World XI|Dhaka Dynamites|Multan Sultans|St Kitts and Nevis Patriots,2.0,1380679,Shahid Afridi,Germany,Germany,2000-01-05T00:00Z,24,24,https://www.espncricinfo.com/ci/content/player/1380679.html
C_exact_unique_evidence_failed,,,88256fe1,Aks Swadhin,4,0,4,2022-02-12 00:00:00,/club,Sylhet Sunrisers,1.0,989827,Aks Swadhin,Bangladesh,Dhaka Division North Under-14s,2002-10-14T00:00Z,0,14,https://www.espncricinfo.com/ci/content/player/989827.html
C_exact_unique_evidence_failed,,,a8c3019c,O Modimokoane,2,0,2,2022-02-10 00:00:00,/club,Dolphins,1.0,948523,O Modimokoane,South Africa,North West Under-15s,2001-07-10T00:00Z,0,15,https://www.espncricinfo.com/ci/content/player/948523.html
A_db_name_collision,,,d6dcb0c9,Mohammad Shahzad,33,0,33,2022-02-08 00:00:00,/club,Rangpur Rangers|Chittagong Vikings|Rangpur Riders|Minister Group Dhaka,2.0,419873,Mohammad Shahzad,Afghanistan,Afghanistan|Band-e-Amir Dragons|Bangla Tigers|Boost Defenders|Chattogram Challengers|Habib Bank Limited|Kabul Eagles|Dhaka Dominators|Paktia Panthers|Peshawar Zalmi|Rangpur Riders|Rangpur Riders|Dhanmondi Sports Club|Speen Ghar Tigers,1987-01-10T00:00Z,157,187,https://www.espncricinfo.com/ci/content/player/419873.html
A_db_name_collision,,,d6dcb0c9,Mohammad Shahzad,33,0,33,2022-02-08 00:00:00,/club,Rangpur Rangers|Chittagong Vikings|Rangpur Riders|Minister Group Dhaka,2.0,738445,Mohammad Shahzad,United Arab Emirates,United Arab Emirates,1979-08-15T00:00Z,51,44,https://www.espncricinfo.com/ci/content/player/738445.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,40560,Imran Khan,Pakistan,Pakistan|Dawood Club|Lahore|New South Wales|Oxford University|Pakistan International Airlines|Sussex|Worcestershire,1952-10-05T00:00Z,328,0,https://www.espncricinfo.com/ci/content/player/40560.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,280649,Imran Khan,India,Services,1973-05-15T00:00Z,0,8,https://www.espncricinfo.com/ci/content/player/280649.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,316363,Imran Khan,Pakistan,Pakistan|Bangla Tigers|Barbados Royals|Khyber-Pakhtunkhwa Fighters|Khyber-Pakhtunkhwa Panthers|Khyber Pakhtunkhwa|Lahore Whites|Multan Sultans|National Bank of Pakistan|Khyber-Pakhtunkhwa Panthers|Pakistan A|Pakistan Chief Ministers XI|Pakistan Cricket Board Patron's XI|Peshawar|Peshawar|Punjab (Pakistan)|Water and Power Development Authority|Agriculture Development Bank of Pakistan,1987-07-15T00:00Z,0,191,https://www.espncricinfo.com/ci/content/player/316363.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,388660,Imran Khan,Pakistan,Quetta,1990-01-12T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/388660.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,451404,Imran Khan,Sri Lanka,Bloomfield Cricket and Athletic Club|Kurunegala Warriors|Royal College|Ruhuna Royals|Saracens Sports Club,1992-05-10T00:00Z,0,27,https://www.espncricinfo.com/ci/content/player/451404.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,1204641,Imran Khan,Portugal,Portugal,1986-05-02T00:00Z,15,15,https://www.espncricinfo.com/ci/content/player/1204641.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,1328734,Imran Khan,Bahrain,Bahrain,1990-04-01T00:00Z,115,115,https://www.espncricinfo.com/ci/content/player/1328734.html
A_db_name_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,5.0,1407006,Imran Khan,Pakistan,Abbottabad Region,1993-04-10T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/1407006.html
B_sheet_name_country_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,,1407006,Imran Khan,Pakistan,Abbottabad Region,1993-04-10T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/1407006.html
B_sheet_name_country_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,,388660,Imran Khan,Pakistan,Quetta,1990-01-12T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/388660.html
B_sheet_name_country_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,,316363,Imran Khan,Pakistan,Pakistan|Bangla Tigers|Barbados Royals|Khyber-Pakhtunkhwa Fighters|Khyber-Pakhtunkhwa Panthers|Khyber Pakhtunkhwa|Lahore Whites|Multan Sultans|National Bank of Pakistan|Khyber-Pakhtunkhwa Panthers|Pakistan A|Pakistan Chief Ministers XI|Pakistan Cricket Board Patron's XI|Peshawar|Peshawar|Punjab (Pakistan)|Water and Power Development Authority|Agriculture Development Bank of Pakistan,1987-07-15T00:00Z,0,191,https://www.espncricinfo.com/ci/content/player/316363.html
B_sheet_name_country_collision,,,2b0f2af3,Imran Khan,20,10,10,2022-01-31 00:00:00,international/club,Pakistan|Multan Sultans,,40560,Imran Khan,Pakistan,Pakistan|Dawood Club|Lahore|New South Wales|Oxford University|Pakistan International Airlines|Sussex|Worcestershire,1952-10-05T00:00Z,328,0,https://www.espncricinfo.com/ci/content/player/40560.html
C_exact_unique_evidence_failed,,,e613e593,B Wheeler-Greenall,2,0,2,2022-01-06 00:00:00,/club,Otago,1.0,1212065,B Wheeler-Greenall,New Zealand,New Zealand Under-19s,2002-06-03T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1212065.html
B_sheet_name_country_collision,,,5d836a72,Abid Ali,22,22,0,2021-12-04 00:00:00,international,Pakistan,,480211,Abid Ali,Pakistan,Dera Murad Jamali Ibexes|Quetta,1993-02-25T00:00Z,0,23,https://www.espncricinfo.com/ci/content/player/480211.html
