ambiguity_type,resolution,resolution_note,player_id,db_name,db_matches,db_intl_matches,db_club_matches,db_last_match,db_team_type,db_teams,db_reg_name_count,sheet_player_id,sheet_batting_name,sheet_country,sheet_major_teams,sheet_dob,sheet_intl_innings,sheet_club_t20_innings,sheet_playercard_url
A_db_name_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,2.0,695007,S Fernando,Sri Lanka,Burgher Recreation Club|Lankan Cricket Club|Panadura Sports Club,1994-01-01T00:00Z,0,8,https://www.espncricinfo.com/ci/content/player/695007.html
A_db_name_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,2.0,1137932,S Fernando,Sri Lanka,Badureliya Sports Club|Sebastianites Cricket and Athletic Club|Sri Lanka Air Force Sports Club,1997-08-01T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/1137932.html
A_db_name_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,2.0,1254769,S Fernando,Sri Lanka,,,0,1,https://www.espncricinfo.com/ci/content/player/1254769.html
A_db_name_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,2.0,1301902,S Fernando,Sri Lanka,Colombo|Colombo Strikers|Galle|Kandy Customs Cricket Club|Moors Sports Club|Sri Lanka Army|Sri Lanka Emerging Players,2000-09-06T00:00Z,0,8,https://www.espncricinfo.com/ci/content/player/1301902.html
B_sheet_name_country_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,,1301902,S Fernando,Sri Lanka,Colombo|Colombo Strikers|Galle|Kandy Customs Cricket Club|Moors Sports Club|Sri Lanka Army|Sri Lanka Emerging Players,2000-09-06T00:00Z,0,8,https://www.espncricinfo.com/ci/content/player/1301902.html
B_sheet_name_country_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,,1254769,S Fernando,Sri Lanka,,,0,1,https://www.espncricinfo.com/ci/content/player/1254769.html
B_sheet_name_country_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,,1137932,S Fernando,Sri Lanka,Badureliya Sports Club|Sebastianites Cricket and Athletic Club|Sri Lanka Air Force Sports Club,1997-08-01T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/1137932.html
B_sheet_name_country_collision,,,bbeb5b15,S Fernando,20,0,20,2026-03-06 00:00:00,/club,Ragama Cricket Club|Burgher Recreation Club,,695007,S Fernando,Sri Lanka,Burgher Recreation Club|Lankan Cricket Club|Panadura Sports Club,1994-01-01T00:00Z,0,8,https://www.espncricinfo.com/ci/content/player/695007.html
C_exact_unique_evidence_failed,,,5fa97acf,WSA Appuhami,10,0,10,2026-03-06 00:00:00,/club,Kandy Customs Cricket Club|Burgher Recreation Club,1.0,945063,WSA Appuhami,Sri Lanka,Badureliya Sports Club|Biratnagar Warriors|Moors Sports Club|Negombo Cricket Club|Sinhalese Sports Club|Ace Capital Cricket Club,1994-11-24T00:00Z,0,29,https://www.espncricinfo.com/ci/content/player/945063.html
A_db_name_collision,,,3d5d51a5,T Marumani,84,84,0,2026-03-01 00:00:00,international,Zimbabwe,2.0,946507,T Marumani,Zimbabwe,Zimbabwe|Mashonaland Eagles|Southern Rocks|Zimbabwe Under-13s,2002-01-02T00:00Z,88,106,https://www.espncricinfo.com/ci/content/player/946507.html
A_db_name_collision,,,68e26ec9,M Kelly,103,0,103,2026-02-21 00:00:00,/club,Perth Scorchers|Western Australia|Northamptonshire,2.0,638912,M Kelly,Australia,Australia Under-19s|Perth Scorchers|Western Australia,1994-12-07T00:00Z,0,83,https://www.espncricinfo.com/ci/content/player/638912.html
C_exact_unique_evidence_failed,,,614b50a6,R MacMillan,8,0,8,2026-02-21 00:00:00,/club,Tasmania,1.0,1345227,R MacMillan,Australia,Australia Under-19s|Combined NSW and ACT XI|Hobart Hurricanes,2005-02-01T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1345227.html
C_exact_unique_evidence_failed,,,73643cd2,P Francis,5,0,5,2026-02-21 00:00:00,/club,Munster Reds|New South Wales,1.0,1345225,P Francis,Australia,Combined NSW and ACT XI,1998-03-13T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1345225.html
A_db_name_collision,,,8f3c6b8a,Muhammad Farooq,16,16,0,2026-02-18 00:00:00,international,United Arab Emirates|Cyprus,2.0,1241271,Muhammad Farooq,United Arab Emirates,United Arab Emirates|Dubai Capitals|Fujairah,1992-10-05T00:00Z,32,35,https://www.espncricinfo.com/ci/content/player/1241271.html
A_db_name_collision,,,8f3c6b8a,Muhammad Farooq,16,16,0,2026-02-18 00:00:00,international,United Arab Emirates|Cyprus,2.0,1323402,Muhammad Farooq,Cyprus,Cyprus,1998-02-03T00:00Z,2,2,https://www.espncricinfo.com/ci/content/player/1323402.html
A_db_name_collision,,,8f3c6b8a,Muhammad Farooq,16,16,0,2026-02-18 00:00:00,international,United Arab Emirates|Cyprus,2.0,1163171,Muhammad Farooq,Eswatini,Eswatini,1982-02-18T00:00Z,12,12,https://www.espncricinfo.com/ci/content/player/1163171.html
A_db_name_collision,,,d7b3a420,Jaskaran Singh,41,17,24,2026-02-17 00:00:00,international/club,Punjab|Deccan Chargers|Canada|Chandigarh,3.0,376102,Jaskaran Singh,Canada,Canada|Deccan Chargers|India A|Bangla Tigers Mississauga|Montreal Tigers|Punjab,1989-09-04T00:00Z,36,93,https://www.espncricinfo.com/ci/content/player/376102.html
A_db_name_collision,,,d7b3a420,Jaskaran Singh,41,17,24,2026-02-17 00:00:00,international/club,Punjab|Deccan Chargers|Canada|Chandigarh,3.0,543922,Jaskaran Singh,India,Jharkhand|Rising Pune Supergiant,1991-12-21T00:00Z,0,30,https://www.espncricinfo.com/ci/content/player/543922.html
A_db_name_collision,,,d7b3a420,Jaskaran Singh,41,17,24,2026-02-17 00:00:00,international/club,Punjab|Deccan Chargers|Canada|Chandigarh,3.0,1185571,Jaskaran Singh,England,Kent|Kent 2nd XI|Kent Under-17s,2002-09-19T00:00Z,0,10,https://www.espncricinfo.com/ci/content/player/1185571.html
A_db_name_collision,,,5bdeeed4,Shivam Sharma,16,16,0,2026-02-17 00:00:00,international,Canada,3.0,717201,Shivam Sharma,India,Delhi Under-19s|Punjab Kings,1993-09-09T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/717201.html
A_db_name_collision,,,5bdeeed4,Shivam Sharma,16,16,0,2026-02-17 00:00:00,international,Canada,3.0,1175490,Shivam Sharma,India,India B Under-19s|Uttar Pradesh,1995-11-14T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1175490.html
A_db_name_collision,,,5bdeeed4,Shivam Sharma,16,16,0,2026-02-17 00:00:00,international,Canada,3.0,1481834,Shivam Sharma,Canada,Canada,1998-03-27T00:00Z,34,22,https://www.espncricinfo.com/ci/content/player/1481834.html
B_sheet_name_country_collision,,,5bdeeed4,Shivam Sharma,16,16,0,2026-02-17 00:00:00,international,Canada,,1175490,Shivam Sharma,India,India B Under-19s|Uttar Pradesh,1995-11-14T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1175490.html
B_sheet_name_country_collision,,,5bdeeed4,Shivam Sharma,16,16,0,2026-02-17 00:00:00,international,Canada,,717201,Shivam Sharma,India,Delhi Under-19s|Punjab Kings,1993-09-09T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/717201.html
A_db_name_collision,,,11722dfe,J Goodwin,25,0,25,2026-02-16 00:00:00,/club,Western Australia,2.0,875603,J Goodwin,England,Hampshire 2nd XI|Hampshire Cricket Academy|Hampshire Under-17s|Wiltshire,1998-01-19T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/875603.html
A_db_name_collision,,,b424d3d3,Muhammad Asim,26,26,0,2026-02-15 00:00:00,international,Qatar,2.0,1464831,Muhammad Asim,Qatar,Qatar,1993-12-25T00:00Z,46,46,https://www.espncricinfo.com/ci/content/player/1464831.html
A_db_name_collision,,,b424d3d3,Muhammad Asim,26,26,0,2026-02-15 00:00:00,international,Qatar,2.0,1514025,Muhammad Asim,Zambia,Zambia,1985-05-03T00:00Z,19,19,https://www.espncricinfo.com/ci/content/player/1514025.html
C_exact_unique_evidence_failed,,,6ba6ca1f,S Jayathilake,45,0,45,2026-02-05 00:00:00,/club,Bloomfield Cricket and Athletic Club|Tamil Union Cricket and Athletic Club|Dambulla Giants|Dambulla Aura,1.0,727399,S Jayathilake,Sri Lanka,Colombo|Dambulla Thunders|Dambulla Thunders|Dambulla Thunders|Dambulla Thunders|Police Sports Club|Sebastianites Cricket and Athletic Club|Sri Lanka A|Sri Lanka Cricket Development XI|Sri Lanka Under-19s,1997-02-24T00:00Z,0,88,https://www.espncricinfo.com/ci/content/player/727399.html
C_exact_unique_evidence_failed,,,eb0e3cc4,GHV Dulsara,15,0,15,2026-02-05 00:00:00,/club,Ragama Cricket Club|Badureliya Sports Club,1.0,1057684,GHV Dulsara,Sri Lanka,Burgher Recreation Club|Galle Cricket Club|Mahinda College,2000-06-24T00:00Z,0,15,https://www.espncricinfo.com/ci/content/player/1057684.html
B_sheet_name_country_collision,,,796c1afb,WT Dilshan,14,0,14,2026-02-05 00:00:00,/club,Tamil Union Cricket and Athletic Club,,1170120,WT Dilshan,Sri Lanka,Galle|Sebastianites Cricket and Athletic Club|Sri Lanka Army|Tamil Union Cricket and Athletic Club,1997-03-17T00:00Z,0,13,https://www.espncricinfo.com/ci/content/player/1170120.html
B_sheet_name_country_collision,,,796c1afb,WT Dilshan,14,0,14,2026-02-05 00:00:00,/club,Tamil Union Cricket and Athletic Club,,792975,WT Dilshan,Sri Lanka,Devapathiraja College,2000-02-08T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/792975.html
C_exact_unique_evidence_failed,,,195c5fb9,P Hettiwatte,3,0,3,2026-02-05 00:00:00,/club,Nugegoda Sports Welfare Club,1.0,952413,P Hettiwatte,Sri Lanka,Ace Capital Cricket Club|Badureliya Sports Club|Bloomfield Cricket and Athletic Club|Kandy|Nondescripts Cricket Club,1995-05-12T00:00Z,0,49,https://www.espncricinfo.com/ci/content/player/952413.html
D_female_db_vs_male_sheet,,,5463cb7a,S Pandey,167,95,72,2026-02-01 00:00:00,international/club,Delhi Capitals|Canterbury|Trinbago Knight Riders|Velocity|Brisbane Heat,1.0,1062345,S Pandey,India,Services,1996-07-01T00:00Z,0,24,https://www.espncricinfo.com/ci/content/player/1062345.html
C_exact_unique_evidence_failed,,,57fc2a1e,XE Bell,10,0,10,2026-01-31 00:00:00,/club,Northern Districts,1.0,1456584,XE Bell,New Zealand,New Zealand,2006-07-31T00:00Z,0,9,https://www.espncricinfo.com/ci/content/player/1456584.html
C_exact_unique_evidence_failed,,,2bdd2350,LLB Harper,8,0,8,2026-01-31 00:00:00,/club,Canterbury,1.0,1202101,LLB Harper,New Zealand,Canterbury Invitation XI,,0,15,https://www.espncricinfo.com/ci/content/player/1202101.html
C_exact_unique_evidence_failed,,,8d49abda,MLR Buddika,14,0,14,2026-01-30 00:00:00,/club,Badureliya Sports Club|Panadura Sports Club,1.0,366421,MLR Buddika,Sri Lanka,Burgher Recreation Club|Chilaw Marians Cricket Club|Cricket Coaching School|Galle Cricket Club|Nugegoda Sports Welfare Club|Ragama Cricket Club|Sri Lanka A|Sri Lanka Cricket Development XI|Sri Lanka Under-19s|Sri Lanka Under-23s|Tamil Union Cricket and Athletic Club,1990-11-14T00:00Z,0,67,https://www.espncricinfo.com/ci/content/player/366421.html
C_exact_unique_evidence_failed,,,0e9d4094,S Sehrawat,30,0,30,2026-01-29 00:00:00,/club,UP Warriorz,1.0,392600,S Sehrawat,India,Delhi,1990-09-17T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/392600.html
D_female_db_vs_male_sheet,,,0e9d4094,S Sehrawat,30,0,30,2026-01-29 00:00:00,/club,UP Warriorz,1.0,392600,S Sehrawat,India,Delhi,1990-09-17T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/392600.html
C_exact_unique_evidence_failed,,,e42b0c76,SJ Cassidy,7,0,7,2026-01-26 00:00:00,/club,Central Districts,1.0,1456578,SJ Cassidy,New Zealand,New Zealand|Hawke's Bay,2004-05-21T00:00Z,0,7,https://www.espncricinfo.com/ci/content/player/1456578.html
C_exact_unique_evidence_failed,,,98670c79,HDJ Sixton,1,0,1,2026-01-24 00:00:00,/club,Otago,1.0,1519880,HDJ Sixton,New Zealand,Auckland,2006-06-15T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1519880.html
A_db_name_collision,,,96ce6752,Mirza Baig,20,2,18,2026-01-23 00:00:00,international/club,Pakistan|Chattogram Royals|Lahore Qalandars,2.0,1331512,Mirza Baig,Pakistan,Pakistan|Chattogram Royals|Lahore Qalandars|Peshawar Zalmi,1999-11-03T00:00Z,3,52,https://www.espncricinfo.com/ci/content/player/1331512.html
C_exact_unique_evidence_failed,,,8831b92e,Raunaq Kapur,2,1,1,2026-01-23 00:00:00,international/club,Hong Kong|Canterbury,1.0,1161034,Raunaq Kapur,New Zealand,Hong Kong|Hong Kong Under-19s,2004-02-06T00:00Z,2,4,https://www.espncricinfo.com/ci/content/player/1161034.html
C_exact_unique_evidence_failed,,,a091b508,BMDK Mendis,1,0,1,2026-01-23 00:00:00,/club,Kurunegala Youth Cricket Club,1.0,360450,BMDK Mendis,Sri Lanka,Lankan Cricket Club|Sri Lanka Navy Sports Club,1990-05-20T00:00Z,0,51,https://www.espncricinfo.com/ci/content/player/360450.html
B_sheet_name_country_collision,,,e3e09091,Zakir Hasan,92,17,75,2026-01-21 00:00:00,international/club,Chattogram Challengers|Sylhet Titans|Bangladesh|Rajshahi Kings|Sylhet Strikers,,697059,Zakir Hasan,Bangladesh,Bangladesh|Bangladesh Under-19s|Chattogram Challengers|Gemcon Khulna|Rangpur Riders|Sylhet Strikers|Sylhet Titans,1998-02-01T00:00Z,6,112,https://www.espncricinfo.com/ci/content/player/697059.html
B_sheet_name_country_collision,,,e3e09091,Zakir Hasan,92,17,75,2026-01-21 00:00:00,international/club,Chattogram Challengers|Sylhet Titans|Bangladesh|Rajshahi Kings|Sylhet Strikers,,56166,Zakir Hasan,Bangladesh,Bangladesh|Dhaka Division,1972-12-01T00:00Z,2,0,https://www.espncricinfo.com/ci/content/player/56166.html
B_sheet_name_country_collision,,,047e80ca,Sabbir Hossain,16,0,16,2026-01-18 00:00:00,/club,Durdanto Dhaka|Noakhali Express|Durbar Rajshahi,,1120614,Sabbir Hossain,Bangladesh,Chittagong|Khelaghar Samaj Kallyan Samity,1993-12-03T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1120614.html
B_sheet_name_country_collision,,,047e80ca,Sabbir Hossain,16,0,16,2026-01-18 00:00:00,/club,Durdanto Dhaka|Noakhali Express|Durbar Rajshahi,,932405,Sabbir Hossain,Bangladesh,Durbar Rajshahi|Durdanto Dhaka|Noakhali Express|Partex Sporting Club,1997-03-15T00:00Z,0,69,https://www.espncricinfo.com/ci/content/player/932405.html
C_exact_unique_evidence_failed,,,e515ed23,ZAJ Cumming,5,0,5,2026-01-18 00:00:00,/club,Otago Volts|Otago,1.0,1412752,ZAJ Cumming,New Zealand,New Zealand Under-19s,2005-07-04T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/1412752.html
A_db_name_collision,,,fbfea9c2,E Jones,42,0,42,2026-01-17 00:00:00,/club,Lions|Joburg Super Kings|Durban's Super Giants|Paarl Royals,3.0,605681,E Jones,South Africa,Durban's Super Giants|Joburg Super Kings|Lions|Northerns Under-17s|Paarl Royals|Waterkloof High School,1996-08-05T00:00Z,0,115,https://www.espncricinfo.com/ci/content/player/605681.html
A_db_name_collision,,,77768f72,Rakibul Hasan,28,3,25,2026-01-17 00:00:00,international/club,Bangladesh|Rangpur Riders|Fortune Barishal,2.0,671889,Rakibul Hasan,Italy,Italy|Kalabagan Krira Chakra,1988-12-11T00:00Z,14,14,https://www.espncricinfo.com/ci/content/player/671889.html
A_db_name_collision,,,77768f72,Rakibul Hasan,28,3,25,2026-01-17 00:00:00,international/club,Bangladesh|Rangpur Riders|Fortune Barishal,2.0,1012131,Rakibul Hasan,Bangladesh,Bangladesh|Bangladesh A|Bangladesh Under-19s|Dhaka Metro Under-16s|Fortune Barishal|Gazi Group Chattogram|Rangpur Riders|Shinepukur Cricket Club,2002-09-09T00:00Z,6,141,https://www.espncricinfo.com/ci/content/player/1012131.html
A_db_name_collision,,,ea36b0ee,Abdullah Al Mamun,10,0,10,2026-01-17 00:00:00,/club,Dhaka Dominators|Dhaka Capitals,2.0,56264,Abdullah Al Mamun,Bangladesh,Chittagong|Partex Sporting Club|Rajshahi Division,1985-02-17T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/56264.html
A_db_name_collision,,,1558d83b,GS Sandhu,136,2,134,2026-01-15 00:00:00,international/club,Delhi Daredevils|Sydney Sixers|Melbourne Renegades|Tasmania|Sydney Thunder,2.0,355683,GS Sandhu,England,Middlesex|Middlesex 2nd XI,1992-03-24T00:00Z,0,18,https://www.espncricinfo.com/ci/content/player/355683.html
A_db_name_collision,,,1558d83b,GS Sandhu,136,2,134,2026-01-15 00:00:00,international/club,Delhi Daredevils|Sydney Sixers|Melbourne Renegades|Tasmania|Sydney Thunder,2.0,499660,GS Sandhu,Australia,Australia|Australia Under-19s|Delhi Capitals|Melbourne Renegades|New South Wales|New South Wales Under-23s|Prime Minister's XI|Sydney Sixers|Sydney Thunder,1993-06-14T00:00Z,4,173,https://www.espncricinfo.com/ci/content/player/499660.html
A_db_name_collision,,,66272dc4,Ziaur Rahman,6,0,6,2026-01-12 00:00:00,/club,Dhaka Capitals,2.0,56167,Ziaur Rahman,Bangladesh,Bangladesh|Bangladesh A|Bangladesh Cricket Board Academy|Bangladesh Under-19s|Bangladesh XI|Barishal Division|Chattogram Challengers|Chattogram Royals|Chittagong Kings|Rajshahi Royals|Fortune Barishal|Gazi Group Chattogram|Khulna Division|Khulna Tigers|Northern Warriors|South Zone (Bangladesh),1986-12-02T00:00Z,44,241,https://www.espncricinfo.com/ci/content/player/56167.html
A_db_name_collision,,,66272dc4,Ziaur Rahman,6,0,6,2026-01-12 00:00:00,/club,Dhaka Capitals,2.0,1015399,Ziaur Rahman,Afghanistan,Afghanistan|Dhaka Capitals|Kabul Green|Khost Province|Mis Ainak Region|Speen Ghar Region,1998-10-17T00:00Z,12,84,https://www.espncricinfo.com/ci/content/player/1015399.html
A_db_name_collision,,,69e23303,Shahadat Hossain,26,9,17,2026-01-11 00:00:00,international/club,Noakhali Express|Chattogram Challengers|Bangladesh|Dhaka Capitals,2.0,56149,Shahadat Hossain,Bangladesh,Bangladesh|Bangladesh A|Bangladesh Cricket Board Green|Bangladesh Under-19s|Central Zone (Bangladesh)|Dhaka Division|Khulna Royal Bengals|Khulna Royal Bengals,1986-08-07T00:00Z,113,64,https://www.espncricinfo.com/ci/content/player/56149.html
C_exact_unique_evidence_failed,,,f2626fc9,MS Warnapura,16,0,16,2026-01-09 00:00:00,/club,Negombo Cricket Club|Kurunegala Youth Cricket Club,1.0,359200,MS Warnapura,Sri Lanka,Bloomfield Cricket and Athletic Club|Colts Cricket Club|Ace Capital Cricket Club|Sri Lanka A|Sri Lanka Air Force Sports Club|Sri Lanka Under-17s|Sri Lanka Under-20s School,1988-06-04T00:00Z,0,66,https://www.espncricinfo.com/ci/content/player/359200.html
C_exact_unique_evidence_failed,,,bc06dc10,RM Liyanarachchi,7,0,7,2026-01-09 00:00:00,/club,Panadura Sports Club|Kurunegala Youth Cricket Club,1.0,568256,RM Liyanarachchi,Sri Lanka,Badureliya Sports Club|Colombo Cricket Club|Colts Cricket Club|Dambulla|Moors Sports Club|Nugegoda Sports Welfare Club|Saracens Sports Club|Sri Lanka Air Force Sports Club|Sri Lanka Under-19s|Tamil Union Cricket and Athletic Club,1994-06-19T00:00Z,0,33,https://www.espncricinfo.com/ci/content/player/568256.html
C_exact_unique_evidence_failed,,,4c1884fe,S Galagoda,2,0,2,2026-01-09 00:00:00,/club,Tamil Union Cricket and Athletic Club,1.0,1304912,S Galagoda,Sri Lanka,Galle Cricket Club|Nugegoda Sports Welfare Club,2002-11-25T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1304912.html
B_sheet_name_country_collision,,,11614d87,D Pretorius,255,60,195,2025-12-31 00:00:00,international/club,MI Cape Town|Welsh Fire|Paarl Rocks|Seattle Orcas|Galle Marvels,,327830,D Pretorius,South Africa,South Africa|Chennai Super Kings|Durban's Super Giants|Fortune Barishal|Galle Marvels|Guyana Amazon Warriors|Lions|MI Cape Town|North West|Quetta Gladiators|Rangpur Riders|Seattle Orcas|Sharjah Warriorz|South Africa Emerging Players|South Africa Under-19s|St Kitts and Nevis Patriots|Team Abu Dhabi|Vancouver Knights|Welsh Fire (Men),1989-03-29T00:00Z,109,518,https://www.espncricinfo.com/ci/content/player/327830.html
B_sheet_name_country_collision,,,11614d87,D Pretorius,255,60,195,2025-12-31 00:00:00,international/club,MI Cape Town|Welsh Fire|Paarl Rocks|Seattle Orcas|Galle Marvels,,46784,D Pretorius,South Africa,South Africa|Durham|Free State|Warwickshire,1977-12-06T00:00Z,0,20,https://www.espncricinfo.com/ci/content/player/46784.html
A_db_name_collision,,,993281c2,Muhammad Naeem,9,9,0,2025-12-29 00:00:00,international,Cambodia,3.0,1172140,Muhammad Naeem,Saudi Arabia,Saudi Arabia,1982-09-04T00:00Z,8,8,https://www.espncricinfo.com/ci/content/player/1172140.html
A_db_name_collision,,,993281c2,Muhammad Naeem,9,9,0,2025-12-29 00:00:00,international,Cambodia,3.0,1516326,Muhammad Naeem,Cambodia,Cambodia,1983-10-31T00:00Z,9,9,https://www.espncricinfo.com/ci/content/player/1516326.html
A_db_name_collision,,,5d69930d,D Smith,14,0,14,2025-12-27 00:00:00,/club,Pretoria Capitals|Western Province,3.0,946453,D Smith,South Africa,Pretoria Capitals|Sunrisers Eastern Cape|Western Province|Western Province Under-13s,2002-03-19T00:00Z,0,24,https://www.espncricinfo.com/ci/content/player/946453.html
A_db_name_collision,,,c27518d2,Ziaur Rahman,95,25,70,2025-12-26 00:00:00,international/club,Chittagong Vikings|Khulna Tigers|Chattogram Royals|Duronto Rajshahi|Bangladesh,2.0,56167,Ziaur Rahman,Bangladesh,Bangladesh|Bangladesh A|Bangladesh Cricket Board Academy|Bangladesh Under-19s|Bangladesh XI|Barishal Division|Chattogram Challengers|Chattogram Royals|Chittagong Kings|Rajshahi Royals|Fortune Barishal|Gazi Group Chattogram|Khulna Division|Khulna Tigers|Northern Warriors|South Zone (Bangladesh),1986-12-02T00:00Z,44,241,https://www.espncricinfo.com/ci/content/player/56167.html
A_db_name_collision,,,c27518d2,Ziaur Rahman,95,25,70,2025-12-26 00:00:00,international/club,Chittagong Vikings|Khulna Tigers|Chattogram Royals|Duronto Rajshahi|Bangladesh,2.0,1015399,Ziaur Rahman,Afghanistan,Afghanistan|Dhaka Capitals|Kabul Green|Khost Province|Mis Ainak Region|Speen Ghar Region,1998-10-17T00:00Z,12,84,https://www.espncricinfo.com/ci/content/player/1015399.html
A_db_name_collision,,,2ea2a138,Wasim Akram,7,0,7,2025-12-24 00:00:00,/club,Sharjah Warriorz,2.0,43547,Wasim Akram,Pakistan,Pakistan|Hampshire|Lahore|Lancashire|Pakistan Automobiles Corporation|Pakistan International Airlines,1966-06-03T00:00Z,707,10,https://www.espncricinfo.com/ci/content/player/43547.html
A_db_name_collision,,,2ea2a138,Wasim Akram,7,0,7,2025-12-24 00:00:00,/club,Sharjah Warriorz,2.0,1410840,Wasim Akram,United Arab Emirates,Delhi Bulls|Quetta Gladiators|Sharjah Warriorz,1995-04-04T00:00Z,0,14,https://www.espncricinfo.com/ci/content/player/1410840.html
C_exact_unique_evidence_failed,,,d51dfb50,K Liyanage,4,0,4,2025-12-19 00:00:00,/club,Tamil Union Cricket and Athletic Club,1.0,1379048,K Liyanage,Sri Lanka,Nondescripts Cricket Club,2004-01-27T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1379048.html
A_db_name_collision,,,8ba04532,Muhammad Asim,10,10,0,2025-12-14 00:00:00,international,Zambia,2.0,1464831,Muhammad Asim,Qatar,Qatar,1993-12-25T00:00Z,46,46,https://www.espncricinfo.com/ci/content/player/1464831.html
A_db_name_collision,,,8ba04532,Muhammad Asim,10,10,0,2025-12-14 00:00:00,international,Zambia,2.0,1514025,Muhammad Asim,Zambia,Zambia,1985-05-03T00:00Z,19,19,https://www.espncricinfo.com/ci/content/player/1514025.html
A_db_name_collision,,,2278c4ca,R Sharma,13,13,0,2025-12-13 00:00:00,international,Singapore,3.0,24129,R Sharma,Hong Kong,Hong Kong|Delhi,1960-09-14T00:00Z,2,0,https://www.espncricinfo.com/ci/content/player/24129.html
A_db_name_collision,,,2278c4ca,R Sharma,13,13,0,2025-12-13 00:00:00,international,Singapore,3.0,272994,R Sharma,India,India|Bhilwara Kings|Chennai Super Kings|Deccan Chargers|Delhi Capitals|India A|Morrisville Unity|Pune Warriors|Punjab,1986-11-30T00:00Z,12,147,https://www.espncricinfo.com/ci/content/player/272994.html
A_db_name_collision,,,2278c4ca,R Sharma,13,13,0,2025-12-13 00:00:00,international,Singapore,3.0,1179839,R Sharma,Singapore,Singapore Under-19s,2003-10-20T00:00Z,20,20,https://www.espncricinfo.com/ci/content/player/1179839.html
A_db_name_collision,,,aa47439d,Ibrar Ahmad,8,0,8,2025-12-13 00:00:00,/club,Abu Dhabi Knight Riders,2.0,1460538,Ibrar Ahmad,United Arab Emirates,Abu Dhabi Knight Riders|Deccan Gladiators,2004-04-03T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1460538.html
A_db_name_collision,,,aa47439d,Ibrar Ahmad,8,0,8,2025-12-13 00:00:00,/club,Abu Dhabi Knight Riders,2.0,1490899,Ibrar Ahmad,Hungary,Hungary,2001-07-13T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/1490899.html
C_exact_unique_evidence_failed,,,4a43b73c,P Mehra,3,0,3,2025-12-13 00:00:00,/club,Sudur Paschim Royals,1.0,446500,P Mehra,India,Delhi,1988-10-06T00:00Z,0,22,https://www.espncricinfo.com/ci/content/player/446500.html
A_db_name_collision,,,69cccff3,Rashid Khan,17,2,15,2025-12-10 00:00:00,international/club,Kathmandu Gurkhas|Nepal|Kathmandu Gorkhas,4.0,42421,Rashid Khan,Pakistan,Pakistan|Karachi|Pakistan International Airlines|Public Works Department|Sindh,1959-12-15T00:00Z,56,0,https://www.espncricinfo.com/ci/content/player/42421.html
A_db_name_collision,,,69cccff3,Rashid Khan,17,2,15,2025-12-10 00:00:00,international/club,Kathmandu Gurkhas|Nepal|Kathmandu Gorkhas,4.0,793463,Rashid Khan,Afghanistan,Afghanistan|ACB Development Squad|Adelaide Strikers|Afghanistan Under-19s|Afghanistan XI|Band-e-Amir Dragons|Band-e-Amir Region|Bangla Tigers|Barbados Royals|Boost Defenders|Boost Defenders|Comilla Victorians|Durban Heat|Gujarat Titans|Guyana Amazon Warriors|World-XI|Kabul|Kabul Eagles|Lahore Qalandars|Maratha Arabians|MI Cape Town|MI Emirates|MI New York|Mis Ainak Region|Nangarhar Leopards|MI London (Men)|Quetta Gladiators|Speen Ghar Region|St Kitts and Nevis Patriots|Sunrisers Hyderabad|Sussex|Sussex 2nd XI|Trent Rockets (Men),1998-09-20T00:00Z,454,1045,https://www.espncricinfo.com/ci/content/player/793463.html
